Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Min_Price,Max_Price,Price_Midpoint,Revenue_Per_Unit,Trend_Category
PROD-2025-0354,Sustainable Wearable Tech Projector,Electronics,Wearable Tech,39639,3349495.5,$59-$110,89.8,Google Trends Breakout,Trending based on category growth and social media signals.,59,110,84.5,84.5,"""Medium Trend"""
PROD-2025-0355,Vital Smart Fitness Trackers Gloves,Fitness,Smart Fitness Trackers,85926,6014820,$23-$117,76.4,Shopify Trending List,Trending based on category growth and social media signals.,23,117,70,70,"""Medium Trend"""
PROD-2025-0356,Eco Indoor Plants Accessories Mug,Home & Garden,Indoor Plants Accessories,52977,6224797.5,$100-$135,76,Shopify Trending List,Trending based on category growth and social media signals.,100,135,117.5,117.5,"""Medium Trend"""
PROD-2025-0357,Wireless Reusable Packaging Brush,Eco-Friendly,Reusable Packaging,90280,16114980,$134-$223,71.1,Amazon Best Sellers,Trending based on category growth and social media signals.,134,223,178.5,178.5,"""Low Trend"""
PROD-2025-0358,Ultra Digital Planners Bundle,Digital Goods,Digital Planners,92192,8850432,$58-$134,81.9,Google Trends Breakout,Trending based on category growth and social media signals.,58,134,96,96,"""Medium Trend"""
PROD-2025-0359,Aura Sustainable Apparel Sunglasses,Fashion,Sustainable Apparel,50155,5692592.5,$68-$159,82.9,Amazon Best Sellers,Trending based on category growth and social media signals.,68,159,113.5,113.5,"""Medium Trend"""
PROD-2025-0360,Wireless Smart Pet Feeders Treats,Pet,Smart Pet Feeders,19940,2352920,$79-$157,72.3,Amazon Best Sellers,Trending based on category growth and social media signals.,79,157,118,118,"""Low Trend"""
PROD-2025-0361,Smart Smart Fitness Trackers Shorts,Fitness,Smart Fitness Trackers,35399,2955816.5,$49-$118,79.7,Google Trends Breakout,Trending based on category growth and social media signals.,49,118,83.5,83.5,"""Medium Trend"""
PROD-2025-0362,Smart Portable Audio Power Bank,Electronics,Portable Audio,96736,5610688,$39-$77,85.5,Shopify Trending List,Trending based on category growth and social media signals.,39,77,58,58,"""Medium Trend"""
PROD-2025-0363,Premium SaaS Subscriptions Software,Digital Goods,SaaS Subscriptions,492003,78720480,$111-$209,90.6,Instagram Shop Popular,Trending based on category growth and social media signals.,111,209,160,160,"""High Trend"""
PROD-2025-0364,Minimalist Charging Solutions Earbuds,Electronics,Charging Solutions,34113,4059447,$77-$161,86,Instagram Shop Popular,Trending based on category growth and social media signals.,77,161,119,119,"""Medium Trend"""
PROD-2025-0365,Luxe Eco-friendly Diapers Crib,Baby,Eco-friendly Diapers,45931,8405373,$139-$227,86.7,Instagram Shop Popular,Trending based on category growth and social media signals.,139,227,183,183,"""Medium Trend"""
PROD-2025-0366,Zen Organic Makeup Oil,Beauty & Skincare,Organic Makeup,69182,8267249,$109-$130,80.9,Instagram Shop Popular,Trending based on category growth and social media signals.,109,130,119.5,119.5,"""Medium Trend"""
PROD-2025-0367,Glow Fragrances Mask,Beauty & Skincare,Fragrances,17111,829883.5,$35-$62,73.7,Instagram Shop Popular,Trending based on category growth and social media signals.,35,62,48.5,48.5,"""Low Trend"""
PROD-2025-0368,Swift Reusable Packaging Kit,Eco-Friendly,Reusable Packaging,81046,12156900,$116-$184,73.5,Google Trends Breakout,Trending based on category growth and social media signals.,116,184,150,150,"""Low Trend"""
PROD-2025-0369,Sustainable Activewear Shorts,Fitness,Activewear,59569,3663493.5,$40-$83,83.6,Google Trends Breakout,Trending based on category growth and social media signals.,40,83,61.5,61.5,"""Medium Trend"""
PROD-2025-0370,Premium Interactive Pet Toys Treats,Pet,Interactive Pet Toys,86878,6255216,$23-$121,86.2,Shopify Trending List,Trending based on category growth and social media signals.,23,121,72,72,"""Medium Trend"""
PROD-2025-0371,Vital Activewear Band,Fitness,Activewear,97974,12785607,$112-$149,83.4,Amazon Best Sellers,Trending based on category growth and social media signals.,112,149,130.5,130.5,"""Medium Trend"""
PROD-2025-0372,Pro Smart Fitness Trackers Gloves,Fitness,Smart Fitness Trackers,68762,8698393,$81-$172,77.8,Amazon Best Sellers,Trending based on category growth and social media signals.,81,172,126.5,126.5,"""Medium Trend"""
PROD-2025-0373,Ultra Smart Pet Feeders Leash,Pet,Smart Pet Feeders,56816,6505432,$75-$154,77.8,Shopify Trending List,Trending based on category growth and social media signals.,75,154,114.5,114.5,"""Medium Trend"""
PROD-2025-0374,Aura Korean Skincare Brush,Beauty & Skincare,Korean Skincare,14178,1268931,$67-$112,86.9,Instagram Shop Popular,Trending based on category growth and social media signals.,67,112,89.5,89.5,"""Medium Trend"""
PROD-2025-0375,Portable Hair Care Tools Perfume,Beauty & Skincare,Hair Care Tools,87403,1616955.5,$10-$27,72.6,Shopify Trending List,Trending based on category growth and social media signals.,10,27,18.5,18.5,"""Low Trend"""
PROD-2025-0376,Wireless Korean Skincare Perfume,Beauty & Skincare,Korean Skincare,30066,3728184,$98-$150,79.2,Instagram Shop Popular,Trending based on category growth and social media signals.,98,150,124,124,"""Medium Trend"""
PROD-2025-0377,Aura Solar Powered Gadgets Brush,Eco-Friendly,Solar Powered Gadgets,54304,8362816,$144-$164,83.4,Instagram Shop Popular,Trending based on category growth and social media signals.,144,164,154,154,"""Medium Trend"""
PROD-2025-0378,Sustainable Home Gym Equipment Gloves,Fitness,Home Gym Equipment,54468,8333604,$138-$168,71.7,Shopify Trending List,Trending based on category growth and social media signals.,138,168,153,153,"""Low Trend"""
PROD-2025-0379,Sustainable Korean Skincare Brush,Beauty & Skincare,Korean Skincare,88743,11891562,$119-$149,88.9,Google Trends Breakout,Trending based on category growth and social media signals.,119,149,134,134,"""Medium Trend"""
PROD-2025-0380,Glow Digital Planners Course,Digital Goods,Digital Planners,78899,8599991,$84-$134,82.5,Instagram Shop Popular,Trending based on category growth and social media signals.,84,134,109,109,"""Medium Trend"""
PROD-2025-0381,Organic SaaS Subscriptions Course,Digital Goods,SaaS Subscriptions,39497,1876107.5,$44-$51,76.6,Shopify Trending List,Trending based on category growth and social media signals.,44,51,47.5,47.5,"""Medium Trend"""
PROD-2025-0382,Smart Home Gym Equipment Shorts,Fitness,Home Gym Equipment,79438,4686842,$53-$65,73,Shopify Trending List,Trending based on category growth and social media signals.,53,65,59,59,"""Low Trend"""
PROD-2025-0383,Wireless Smart Lighting Organizer,Home & Garden,Smart Lighting,38293,4748332,$107-$141,88.4,Amazon Best Sellers,Trending based on category growth and social media signals.,107,141,124,124,"""Medium Trend"""
PROD-2025-0384,Organic Indoor Plants Accessories Cleaner,Home & Garden,Indoor Plants Accessories,89219,14542697,$120-$206,81.1,Instagram Shop Popular,Trending based on category growth and social media signals.,120,206,163,163,"""Medium Trend"""
PROD-2025-0385,Ergonomic Smart Fitness Trackers Tracker,Fitness,Smart Fitness Trackers,37193,2733685.5,$70-$77,86.7,Google Trends Breakout,Trending based on category growth and social media signals.,70,77,73.5,73.5,"""Medium Trend"""
PROD-2025-0386,Aura Home Gym Equipment Mat,Fitness,Home Gym Equipment,25226,4578519,$150-$213,76.4,Google Trends Breakout,Trending based on category growth and social media signals.,150,213,181.5,181.5,"""Medium Trend"""
PROD-2025-0387,Portable Digital Planners Tool,Digital Goods,Digital Planners,56134,7381621,$89-$174,78.3,Google Trends Breakout,Trending based on category growth and social media signals.,89,174,131.5,131.5,"""Medium Trend"""
PROD-2025-0388,Portable Athleisure Dress,Fashion,Athleisure,92075,13627100,$127-$169,77.7,Amazon Best Sellers,Trending based on category growth and social media signals.,127,169,148,148,"""Medium Trend"""
PROD-2025-0389,Luxe Organic Pet Food Bowl,Pet,Organic Pet Food,30463,807269.5,$10-$43,77,Amazon Best Sellers,Trending based on category growth and social media signals.,10,43,26.5,26.5,"""Medium Trend"""
PROD-2025-0390,Premium Accessories Belt,Fashion,Accessories,71318,8700796,$118-$126,82.5,Amazon Best Sellers,Trending based on category growth and social media signals.,118,126,122,122,"""Medium Trend"""
PROD-2025-0391,Zen Smart Fitness Trackers Tracker,Fitness,Smart Fitness Trackers,19826,1298603,$46-$85,83.1,Instagram Shop Popular,Trending based on category growth and social media signals.,46,85,65.5,65.5,"""Medium Trend"""
PROD-2025-0392,Ultra Smart Fitness Trackers Bottle,Fitness,Smart Fitness Trackers,20538,1109052,$37-$71,81.6,Shopify Trending List,Trending based on category growth and social media signals.,37,71,54,54,"""Medium Trend"""
PROD-2025-0393,Zen Solar Powered Gadgets Wrap,Eco-Friendly,Solar Powered Gadgets,49991,6498830,$103-$157,89,Shopify Trending List,Trending based on category growth and social media signals.,103,157,130,130,"""Medium Trend"""
PROD-2025-0394,Aura E-books Guide,Digital Goods,E-books,99960,9396240,$84-$104,84.9,Instagram Shop Popular,Trending based on category growth and social media signals.,84,104,94,94,"""Medium Trend"""
PROD-2025-0395,Pure Smart Lighting Vacuum,Home & Garden,Smart Lighting,15396,2956032,$149-$235,71.7,Instagram Shop Popular,Trending based on category growth and social media signals.,149,235,192,192,"""Low Trend"""
PROD-2025-0396,Wireless Upcycled Fashion Brush,Eco-Friendly,Upcycled Fashion,70970,6919575,$53-$142,78,Shopify Trending List,Trending based on category growth and social media signals.,53,142,97.5,97.5,"""Medium Trend"""
PROD-2025-0397,Smart Baby Safety Gear Pacifier,Baby,Baby Safety Gear,196756,27742596,$130-$152,94,Instagram Shop Popular,Trending based on category growth and social media signals.,130,152,141,141,"""High Trend"""
PROD-2025-0398,Vital Pet Apparel Collar,Pet,Pet Apparel,68123,6131070,$52-$128,71.6,Amazon Best Sellers,Trending based on category growth and social media signals.,52,128,90,90,"""Low Trend"""
PROD-2025-0399,Swift Baby Safety Gear Bib,Baby,Baby Safety Gear,108389,4660727,$39-$47,90.6,Amazon Best Sellers,Trending based on category growth and social media signals.,39,47,43,43,"""High Trend"""
PROD-2025-0400,Ergonomic Smart Baby Monitors Bib,Baby,Smart Baby Monitors,22863,605869.5,$18-$35,76.2,Google Trends Breakout,Trending based on category growth and social media signals.,18,35,26.5,26.5,"""Medium Trend"""
PROD-2025-0401,Glow Portable Audio Earbuds,Electronics,Portable Audio,71156,6083838,$63-$108,85.9,Shopify Trending List,Trending based on category growth and social media signals.,63,108,85.5,85.5,"""Medium Trend"""
PROD-2025-0402,Eco Digital Planners Course,Digital Goods,Digital Planners,91608,8748564,$77-$114,79.7,Instagram Shop Popular,Trending based on category growth and social media signals.,77,114,95.5,95.5,"""Medium Trend"""
PROD-2025-0403,Smart Kitchen Gadgets Organizer,Home & Garden,Kitchen Gadgets,471850,80922275,$127-$216,91.1,Google Trends Breakout,Trending based on category growth and social media signals.,127,216,171.5,171.5,"""High Trend"""
PROD-2025-0404,Nano Menswear Sunglasses,Fashion,Menswear,55100,4049850,$28-$119,72.1,Shopify Trending List,Trending based on category growth and social media signals.,28,119,73.5,73.5,"""Low Trend"""
PROD-2025-0405,Ergonomic Pet Grooming Tools Leash,Pet,Pet Grooming Tools,62495,4655877.5,$59-$90,72.8,Shopify Trending List,Trending based on category growth and social media signals.,59,90,74.5,74.5,"""Low Trend"""
PROD-2025-0406,Smart Educational Toys Bottle,Baby,Educational Toys,331126,8443713,$21-$30,91.7,Instagram Shop Popular,Trending based on category growth and social media signals.,21,30,25.5,25.5,"""High Trend"""
PROD-2025-0407,Minimalist Eco-friendly Diapers Stroller,Baby,Eco-friendly Diapers,20243,1811748.5,$61-$118,87.6,Shopify Trending List,Trending based on category growth and social media signals.,61,118,89.5,89.5,"""Medium Trend"""
PROD-2025-0408,Zen Sustainable Apparel Dress,Fashion,Sustainable Apparel,26827,1542552.5,$47-$68,88.6,Google Trends Breakout,Trending based on category growth and social media signals.,47,68,57.5,57.5,"""Medium Trend"""
PROD-2025-0409,Pro Solar Powered Gadgets Straws,Eco-Friendly,Solar Powered Gadgets,62536,10130832,$137-$187,70.8,Instagram Shop Popular,Trending based on category growth and social media signals.,137,187,162,162,"""Low Trend"""
PROD-2025-0410,Vital Baby Safety Gear Bottle,Baby,Baby Safety Gear,97963,11755560,$97-$143,87.4,Instagram Shop Popular,Trending based on category growth and social media signals.,97,143,120,120,"""Medium Trend"""
PROD-2025-0411,Pure Sustainable Apparel Scarf,Fashion,Sustainable Apparel,99605,11753390,$72-$164,78.4,Instagram Shop Popular,Trending based on category growth and social media signals.,72,164,118,118,"""Medium Trend"""
PROD-2025-0412,Wireless Organic Pet Food Leash,Pet,Organic Pet Food,63944,5754960,$86-$94,75.1,Instagram Shop Popular,Trending based on category growth and social media signals.,86,94,90,90,"""Medium Trend"""
PROD-2025-0413,Ergonomic Reusable Packaging Utensils,Eco-Friendly,Reusable Packaging,79967,6477327,$39-$123,82.1,Instagram Shop Popular,Trending based on category growth and social media signals.,39,123,81,81,"""Medium Trend"""
PROD-2025-0414,Pure SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,147520,22791840,$121-$188,91,Instagram Shop Popular,Trending based on category growth and social media signals.,121,188,154.5,154.5,"""High Trend"""
PROD-2025-0415,Minimalist SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,440675,44728512.5,$62-$141,91.9,Amazon Best Sellers,Trending based on category growth and social media signals.,62,141,101.5,101.5,"""High Trend"""
PROD-2025-0416,Portable Wearable Tech Adapter,Electronics,Wearable Tech,88639,12453779.5,$131-$150,74.3,Shopify Trending List,Trending based on category growth and social media signals.,131,150,140.5,140.5,"""Low Trend"""
PROD-2025-0417,Eco Baby Safety Gear Bottle,Baby,Baby Safety Gear,70047,10156815,$133-$157,71,Amazon Best Sellers,Trending based on category growth and social media signals.,133,157,145,145,"""Low Trend"""
PROD-2025-0418,Nano Menswear Bag,Fashion,Menswear,31951,2987418.5,$44-$143,86.5,Instagram Shop Popular,Trending based on category growth and social media signals.,44,143,93.5,93.5,"""Medium Trend"""
PROD-2025-0419,Flex Digital Planners Masterclass,Digital Goods,Digital Planners,33278,1613983,$27-$70,86,Google Trends Breakout,Trending based on category growth and social media signals.,27,70,48.5,48.5,"""Medium Trend"""
PROD-2025-0420,Vital Eco-friendly Diapers Swaddle,Baby,Eco-friendly Diapers,82886,13386089,$119-$204,75.1,Amazon Best Sellers,Trending based on category growth and social media signals.,119,204,161.5,161.5,"""Medium Trend"""
PROD-2025-0421,Ultra Sustainable Apparel Leggings,Fashion,Sustainable Apparel,33366,4237482,$99-$155,81.1,Amazon Best Sellers,Trending based on category growth and social media signals.,99,155,127,127,"""Medium Trend"""
PROD-2025-0422,Wireless Smart Home Devices Power Bank,Electronics,Smart Home Devices,42851,4006568.5,$60-$127,89.7,Amazon Best Sellers,Trending based on category growth and social media signals.,60,127,93.5,93.5,"""Medium Trend"""
PROD-2025-0423,Swift Smart Lighting Organizer,Home & Garden,Smart Lighting,55922,7577431,$101-$170,81.5,Amazon Best Sellers,Trending based on category growth and social media signals.,101,170,135.5,135.5,"""Medium Trend"""
PROD-2025-0424,Flex Eco-friendly Cleaning Mug,Home & Garden,Eco-friendly Cleaning,38205,1394482.5,$33-$40,73.3,Google Trends Breakout,Trending based on category growth and social media signals.,33,40,36.5,36.5,"""Low Trend"""
PROD-2025-0425,Ultra Smart Home Devices Projector,Electronics,Smart Home Devices,70414,5105015,$51-$94,80,Shopify Trending List,Trending based on category growth and social media signals.,51,94,72.5,72.5,"""Medium Trend"""
PROD-2025-0426,Aura Digital Planners App,Digital Goods,Digital Planners,21908,2092214,$68-$123,71,Google Trends Breakout,Trending based on category growth and social media signals.,68,123,95.5,95.5,"""Low Trend"""
